graph_id,s,policy_type,start_node,policy_valid,status,worst_cost,terminated,steps
medium_n50_s2_a3_case6_seed129,2,baseline_worst_immediate,0,1,ok,35.833549,1,4
medium_n50_s2_a3_case6_seed129,2,vi,0,1,ok,35.833549,1,4
medium_n50_s2_a3_case7_seed130,2,baseline_nominal,0,1,ok,79.883081,1,7
medium_n50_s2_a3_case7_seed130,2,baseline_bestcase,0,1,ok,44.139728,1,6
medium_n50_s2_a3_case7_seed130,2,baseline_worst_immediate,0,1,ok,48.511109,1,6
medium_n50_s2_a3_case7_seed130,2,vi,0,1,ok,37.226577,1,4
medium_n50_s2_a3_case8_seed131,2,baseline_nominal,0,1,ok,51.977590,1,6
medium_n50_s2_a3_case8_seed131,2,baseline_bestcase,0,1,ok,80.071172,1,8
medium_n50_s2_a3_case8_seed131,2,baseline_worst_immediate,0,1,ok,26.701809,1,3
medium_n50_s2_a3_case8_seed131,2,vi,0,1,ok,26.701809,1,3
medium_n50_s2_a3_case9_seed132,2,baseline_nominal,0,1,ok,35.703869,1,4
medium_n50_s2_a3_case9_seed132,2,baseline_bestcase,0,1,ok,45.191213,1,3
medium_n50_s2_a3_case9_seed132,2,baseline_worst_immediate,0,1,ok,50.521532,1,4
medium_n50_s2_a3_case9_seed132,2,vi,0,1,ok,35.703869,1,4
medium_n50_s3_a3_case0_seed123,3,baseline_nominal,0,1,ok,70.378864,1,6
medium_n50_s3_a3_case0_seed123,3,baseline_bestcase,0,1,ok,132.202040,1,10
medium_n50_s3_a3_case0_seed123,3,baseline_worst_immediate,0,1,ok,96.263263,1,8
medium_n50_s3_a3_case0_seed123,3,vi,0,1,ok,59.185177,1,7
medium_n50_s3_a3_case10_seed133,3,baseline_nominal,0,1,ok,96.516169,1,8
medium_n50_s3_a3_case10_seed133,3,baseline_bestcase,0,1,ok,82.015652,1,9
medium_n50_s3_a3_case10_seed133,3,baseline_worst_immediate,0,1,ok,83.196371,1,7
medium_n50_s3_a3_case10_seed133,3,vi,0,1,ok,55.674995,1,7
medium_n50_s3_a3_case11_seed134,3,baseline_nominal,0,1,ok,87.516671,1,7
medium_n50_s3_a3_case11_seed134,3,baseline_bestcase,0,1,ok,77.626199,1,7
medium_n50_s3_a3_case11_seed134,3,baseline_worst_immediate,0,1,ok,58.822991,1,6
medium_n50_s3_a3_case11_seed134,3,vi,0,1,ok,49.382233,1,6
medium_n50_s3_a3_case12_seed135,3,baseline_nominal,0,1,ok,89.508191,1,8
medium_n50_s3_a3_case12_seed135,3,baseline_bestcase,0,1,ok,104.762380,1,8
medium_n50_s3_a3_case12_seed135,3,baseline_worst_immediate,0,1,ok,85.107061,1,8
